"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"669","039980","리노스",1140,-15,-1.3,NA,NA,1723,0.66,0,0
"670","019570","리더스 기술투자",753,-21,-2.71,NA,NA,293,2.57,0,0
"671","016100","리더스코스메틱",3380,-75,-2.17,NA,NA,1590,2.13,0,0
"672","012700","리드코프",6570,-60,-0.9,1552,4.23,13926,0.47,150,2.28
"673","302550","리메드",24400,-1050,-4.13,832,29.33,4229,5.77,0,0
"674","029480","릭스솔루션",523,-31,-5.6,NA,NA,365,1.43,0,0
"675","277070","린드먼아시아",4955,-325,-6.16,313,15.83,3356,1.48,89,1.8
"676","042500","링네트",6000,-120,-1.96,571,10.51,3814,1.57,0,0
"677","219420","링크제니시스",7650,-240,-3.04,59,129.66,3029,2.53,0,0
"678","027740","마니커",699,0,0,NA,NA,522,1.34,0,0
"679","195500","마니커에프앤지",8100,-130,-1.58,337,24.04,3535,2.29,0,0
"680","222810","마이더스AI",508,-24,-4.51,NA,NA,91,5.58,0,0
"681","305090","마이크로디지탈",17000,50,0.29,NA,NA,2453,6.93,0,0
"682","098120","마이크로컨텍솔",5720,-260,-4.35,106,53.96,3942,1.45,0,0
"683","147760","마이크로프랜드",7650,-300,-3.77,NA,NA,3801,2.01,0,0
"684","038290","마크로젠",33650,150,0.45,NA,NA,10686,3.15,0,0
"685","204320","만도",62500,-1700,-2.65,2360,26.48,32193,1.94,550,0.88
"686","001080","만호제강",18700,600,3.31,420,44.52,55976,0.33,200,1.07
"687","267980","매일유업",71500,-1800,-2.46,8206,8.71,51460,1.39,800,1.12
"688","005990","매일홀딩스",8550,-110,-1.27,1728,4.95,21233,0.4,140,1.64
"689","127160","매직마이크로",282,0,0,NA,NA,898,0.31,0,0
"690","093520","매커스",5390,-200,-3.58,368,14.65,3268,1.65,100,1.86
"691","141070","맥스로텍",1265,-110,-8,NA,NA,969,1.31,0,0
"692","100590","머큐리",9290,-270,-2.82,158,58.8,4807,1.93,0,0
"693","067280","멀티캠퍼스",31650,-800,-2.47,3162,10.01,18503,1.71,600,1.9
"694","072870","메가스터디",10950,-200,-1.79,1069,10.24,22365,0.49,450,4.11
"695","215200","메가스터디교육",53300,-300,-0.56,4035,13.21,20874,2.55,1100,2.06
"696","133750","메가엠디",3590,-110,-2.97,19,188.95,2483,1.45,50,1.39
"697","235980","메드팩토",87000,2800,3.33,NA,NA,3897,22.32,0,0
"698","041920","메디아나",11800,-300,-2.48,786,15.01,6582,1.79,0,0
"699","014100","메디앙스",4195,0,0,3302,1.27,6925,0.61,0,0
"700","054180","메디콕스",1365,-20,-1.44,NA,NA,756,1.81,0,0
"701","086900","메디톡스",202000,14000,7.45,4292,47.06,39593,5.1,800,0.4
"702","078160","메디포스트",34150,-1150,-3.26,NA,NA,7145,4.78,0,0
"703","065650","메디프론",3540,-90,-2.48,NA,NA,601,5.89,0,0
"704","138040","메리츠금융지주",12250,50,0.41,2797,4.38,19600,0.63,550,4.49
"705","008560","메리츠증권",3760,-25,-0.66,924,4.07,5695,0.66,200,5.32
"706","000060","메리츠화재",16100,150,0.94,2693,5.98,21397,0.75,850,5.28
"707","021880","메이슨캐피탈",466,-3,-0.64,NA,NA,313,1.49,0,0
"708","140410","메지온",151300,-3200,-2.07,NA,NA,4920,30.75,0,0
"709","241770","메카로",15000,-900,-5.66,834,17.99,13986,1.07,160,1.07
"710","090370","메타랩스",996,7,0.71,NA,NA,1022,0.97,0,0
"711","059210","메타바이오메드",2575,-70,-2.65,143,18.01,2232,1.15,10,0.39
"712","327260","메탈라이프",29800,-1650,-5.25,453,65.78,7414,4.02,0,0
"713","058110","멕아이씨에스 [락]",16650,-700,-4.03,NA,NA,365,45.62,0,0
"714","096640","멜파스",1550,10,0.65,NA,NA,1327,1.17,0,0
"715","017180","명문제약",5550,-160,-2.8,NA,NA,2912,1.91,0,0
"716","257370","명성티엔에스",9210,0,0,79,116.58,6005,1.53,0,0
"717","009900","명신산업",31100,-900,-2.81,1419,21.92,2235,13.91,0,0
"718","012690","모나리자",4440,-135,-2.95,66,67.27,1781,2.49,50,1.13
"719","005360","모나미",4910,-180,-3.54,NA,NA,3873,1.27,70,1.43
"720","080420","모다이노칩",3175,-85,-2.61,77,41.23,4320,0.73,0,0
"721","080160","모두투어",23550,-350,-1.46,101,233.17,6567,3.59,120,0.51
"722","100030","모바일리더",20900,800,3.98,NA,NA,9486,2.2,0,0
"723","087260","모바일어플라이언스",4400,-245,-5.27,NA,NA,942,4.67,0,0
"724","101330","모베이스",3690,-110,-2.89,1942,1.9,11222,0.33,0,0
"725","012860","모베이스전자",2655,15,0.57,NA,NA,4817,0.55,0,0
"726","348030","모비릭스",20900,-1100,-5,834,25.06,3362,6.22,0,0
"727","250060","모비스",2560,-70,-2.66,NA,NA,804,3.18,0,0
"728","033200","모아텍",11200,-1150,-9.31,NA,NA,5170,2.17,0,0
"729","009680","모토닉",13150,-300,-2.23,514,25.58,12362,1.06,300,2.28
"730","118990","모트렉스",6130,-270,-4.22,NA,NA,3099,1.98,0,0
"731","006920","모헨즈",4760,-290,-5.74,50,95.2,2067,2.3,0,0
"732","009580","무림P&P",5780,-10,-0.17,162,35.68,9842,0.59,175,3.03
"733","001810","무림SP",3570,-215,-5.68,61,58.52,9203,0.39,35,0.98
"734","009200","무림페이퍼",2790,-125,-4.29,NA,NA,10529,0.26,50,1.79
"735","033920","무학",6810,-120,-1.73,849,8.02,18067,0.38,0,0
"736","008420","문배철강",3710,65,1.78,121,30.66,5430,0.68,50,1.35
"737","279600","미디어젠",11400,200,1.79,NA,NA,3891,2.93,0,0
"738","028040","미래SCI",279,0,0,NA,NA,376,0.74,0,0
"739","095500","미래나노텍",3850,-150,-3.75,44,87.5,6611,0.58,0,0
"740","025560","미래산업",3145,-30,-0.94,NA,NA,3850,0.82,0,0
"741","218150","미래생명자원",4590,45,0.99,58,79.14,1589,2.89,0,0
"742","007120","미래아이앤지",501,-20,-3.84,109,4.6,537,0.93,0,0
"743","006800","미래에셋대우",9340,-360,-3.71,956,9.77,11236,0.83,260,2.78
"744","00680K","미래에셋대우2우B",4325,-150,-3.35,NA,NA,NA,NA,286,6.61
"745","353490","미래에셋대우스팩 5호",2130,30,1.43,NA,NA,NA,NA,0,0
"746","328380","미래에셋대우스팩3호",2070,0,0,NA,NA,NA,NA,0,0
"747","333430","미래에셋대우스팩4호",2720,-150,-5.23,NA,NA,NA,NA,0,0
"748","006805","미래에셋대우우",4940,-140,-2.76,NA,NA,NA,NA,286,5.79
"749","100790","미래에셋벤처투자",6100,-20,-0.33,310,19.68,3345,1.82,185,3.03
"750","085620","미래에셋생명",4000,-75,-1.84,682,5.87,11792,0.34,170,4.25
"751","049950","미래컴퍼니",39700,-1100,-2.7,1619,24.52,13519,2.94,220,0.55
"752","213090","미래테크놀로지",8250,50,0.61,554,14.89,9297,0.89,120,1.45
"753","207760","미스터블루",9810,-290,-2.87,495,19.82,1750,5.61,25,0.25
"754","002840","미원상사",151000,-2000,-1.31,6163,24.5,44134,3.42,654,0.43
"755","268280","미원에스씨",112000,-500,-0.44,7559,14.82,47326,2.37,1700,1.52
"756","107590","미원홀딩스",72700,-1300,-1.76,6591,11.03,62937,1.16,400,0.55
"757","134380","미원화학",61600,-400,-0.65,6719,9.17,46438,1.33,1000,1.62
"758","003650","미창석유",80000,16400,25.79,11366,7.04,148274,0.54,2000,2.5
"759","059090","미코",14350,-700,-4.65,259,55.41,2955,4.86,40,0.28
"760","214610","미코바이오메드",10650,600,5.97,NA,NA,79,134.81,0,0
"761","201490","미투온",6500,-220,-3.27,356,18.26,2252,2.89,0,0
"762","214180","민앤지",17900,-200,-1.1,1380,12.97,9384,1.91,230,1.28
"763","206640","바디텍메드",16650,-150,-0.89,507,32.84,3134,5.31,50,0.3
"764","018700","바른손",2970,-80,-2.62,NA,NA,1661,1.79,0,0
"765","035620","바른손이앤에이",1430,-20,-1.38,NA,NA,1079,1.33,0,0
"766","064520","바른전자",1005,0,0,NA,NA,639,1.57,0,0
"767","053030","바이넥스",27200,550,2.06,273,99.63,5056,5.38,0,0
"768","301300","바이브컴퍼니",29700,-950,-3.1,NA,NA,3156,9.41,0,0
"769","064550","바이오니아",16800,450,2.75,NA,NA,1355,12.4,0,0
"770","208710","바이오로그디바이스",1735,-65,-3.61,219,7.92,1944,0.89,0,0
"771","142760","바이오리더스",5300,-230,-4.16,NA,NA,1210,4.38,0,0
"772","086820","바이오솔루션",25500,-750,-2.86,NA,NA,5985,4.26,0,0
"773","038460","바이오스마트",6470,-120,-1.82,1108,5.84,5269,1.23,63,0.97
"774","086040","바이오톡스텍",10250,-650,-5.96,NA,NA,2070,4.95,0,0
"775","032980","바이온",1310,-30,-2.24,NA,NA,630,2.08,0,0
"776","043150","바텍",26300,-100,-0.38,2281,11.53,16730,1.57,100,0.38
"777","323990","박셀바이오",131000,-500,-0.38,NA,NA,697,187.95,0,0
"778","003610","방림",2020,-35,-1.7,144,14.03,4475,0.45,40,1.98
"779","267790","배럴",10150,150,1.5,883,11.49,5855,1.73,0,0
"780","001340","백광산업",3595,-135,-3.62,373,9.64,3726,0.96,75,2.09
"781","046310","백금T&A",3130,-140,-4.28,119,26.3,2650,1.18,50,1.6
"782","035150","백산",6800,-90,-1.31,288,23.61,5853,1.16,100,1.47
"783","036620","버추얼텍",732,-8,-1.08,NA,NA,287,2.55,0,0
"784","066410","버킷스튜디오",1765,15,0.86,NA,NA,1334,1.32,0,0
"785","002410","범양건영",4950,0,0,794,6.23,2819,1.76,0,0
"786","206400","베노홀딩스",6350,-270,-4.08,130,48.85,2025,3.14,0,0
"787","019010","베뉴지",1800,-25,-1.37,89,20.22,5349,0.34,30,1.67
"788","177350","베셀",5640,-180,-3.09,NA,NA,1742,3.24,0,0
"789","299910","베스파",17250,1250,7.81,NA,NA,10465,1.65,0,0
"790","007210","벽산",2490,15,0.61,NA,NA,3390,0.73,0,0
"791","225530","보광산업",5330,-70,-1.3,175,30.46,1889,2.82,50,0.94
"792","250000","보라티알",13650,-600,-4.21,503,27.14,8180,1.67,150,1.1
"793","002760","보락",2170,-35,-1.59,11,197.27,734,2.96,5,0.23
"794","003850","보령제약",21450,450,2.14,701,30.6,5858,3.66,100,0.47
"795","006910","보성파워텍",2085,-35,-1.65,18,115.83,1743,1.2,0,0
"796","000890","보해양조",923,-11,-1.18,NA,NA,635,1.45,0,0
"797","226340","본느",2730,-155,-5.37,168,16.25,1106,2.47,0,0
"798","003000","부광약품",27850,6400,29.84,NA,NA,4489,6.2,200,0.72
"799","001270","부국증권",21850,0,0,3070,7.12,36295,0.6,1200,5.49
"800","001275","부국증권우",19500,-100,-0.51,NA,NA,NA,NA,1250,6.41
"801","026940","부국철강",4090,-50,-1.21,92,44.46,5627,0.73,75,1.83
"802","014470","부방",2330,-40,-1.69,NA,NA,3040,0.77,20,0.86
"803","015350","부산가스",56500,-600,-1.05,4892,11.55,60885,0.93,1000,1.77
"804","011390","부산산업",137500,-3500,-2.48,3684,37.32,52812,2.6,250,0.18
"805","005030","부산주공",690,-8,-1.15,NA,NA,709,0.97,0,0
"806","008470","부스타",5620,-150,-2.6,416,13.51,8763,0.64,90,1.6
"807","338220","뷰노",32150,-750,-2.28,NA,NA,610,52.7,0,0
"808","100120","뷰웍스",31700,-200,-0.63,2457,12.9,16139,1.96,400,1.26
"809","337930","브랜드엑스코퍼레이션",10500,-350,-3.23,537,19.55,852,12.32,0,0
"810","064480","브리지텍",3860,-135,-3.38,NA,NA,2755,1.4,100,2.59
"811","288330","브릿지바이오테라퓨틱스",15050,50,0.33,142,105.99,4021,3.74,0,0
"812","251630","브이원텍",10700,-550,-4.89,442,24.21,5428,1.97,100,0.93
"813","018290","브이티지엠피",8240,70,0.86,103,80,1577,5.23,0,0
"814","263920","블러썸엠앤씨",4555,0,0,NA,NA,6606,0.69,0,0
"815","033560","블루콤",6870,-90,-1.29,101,68.02,9221,0.75,0,0
"816","126340","비나텍",46100,-1600,-3.35,1027,44.89,4223,10.92,0,0
"817","121800","비덴트",10500,-1850,-14.98,NA,NA,7328,1.43,0,0
"818","148140","비디아이",8850,540,6.5,NA,NA,2592,3.41,0,0
"819","082800","비보존 헬스케어",1775,35,2.01,NA,NA,905,1.96,0,0
"820","318410","비비씨",18900,-450,-2.33,1957,9.66,6483,2.92,0,0
"821","002070","비비안",3180,-130,-3.93,NA,NA,6310,0.5,0,0
"822","100220","비상교육",6600,10,0.15,921,7.17,16496,0.4,250,3.79
"823","200780","비씨월드제약",17300,-600,-3.35,722,23.96,11025,1.57,100,0.58
"824","141000","비아트론",11550,-450,-3.75,396,29.17,10954,1.05,0,0
"825","090460","비에이치",18050,-300,-1.63,1926,9.37,8551,2.11,0,0
"826","083650","비에이치아이",2780,-105,-3.64,NA,NA,2685,1.04,0,0
"827","086670","비엠티",11900,-700,-5.56,661,18,8633,1.38,150,1.26
"828","335890","비올",2350,-45,-1.88,NA,NA,NA,NA,0,0
"829","138580","비즈니스온",18350,150,0.82,462,39.72,3905,4.7,285,1.55
"830","082920","비츠로셀",14700,-600,-3.92,936,15.71,6567,2.24,100,0.68
"831","054220","비츠로시스",5930,0,0,NA,NA,NA,NA,0,0
"832","042370","비츠로테크",10350,-500,-4.61,746,13.87,6932,1.49,50,0.48
"833","030790","비케이탑스",13400,600,4.69,NA,NA,6679,2.01,0,0
"834","032850","비트컴퓨터",9240,-330,-3.45,431,21.44,2950,3.13,61,0.66
"835","238200","비피도",19650,-750,-3.68,387,50.78,11319,1.74,0,0
"836","093190","빅솔론",4770,-40,-0.83,565,8.44,7613,0.63,190,3.98
"837","065450","빅텍",7020,60,0.86,77,91.17,1520,4.62,0,0
"838","352820","빅히트",206500,-5500,-2.59,2951,69.98,6113,33.78,0,0
"839","005180","빙그레",58200,-900,-1.52,4644,12.53,57976,1,1450,2.49
"840","072950","빛샘전자",6420,-290,-4.32,333,19.28,9323,0.69,100,1.56
"841","143240","사람인에이치알",29850,-1250,-4.02,2314,12.9,9543,3.13,580,1.94
"842","003960","사조대림",16900,-400,-2.31,12182,1.39,34643,0.49,150,0.89
"843","008040","사조동아원",1270,40,3.25,7,181.43,1394,0.91,0,0
"844","007160","사조산업",37250,-1500,-3.87,NA,NA,79920,0.47,150,0.4
"845","014710","사조씨푸드",5110,-160,-3.04,NA,NA,11862,0.43,0,0
"846","006090","사조오양",9750,-250,-2.5,1402,6.95,17782,0.55,100,1.03
"847","100090","삼강엠앤티",16900,-550,-3.15,NA,NA,4829,3.5,0,0
"848","122350","삼기",4450,-110,-2.41,53,83.96,3682,1.21,0,0
"849","014970","삼륭물산",8130,-250,-2.98,40,203.25,4755,1.71,75,0.92
"850","018310","삼목에스폼",9950,-450,-4.33,1112,8.95,23287,0.43,100,1.01
"851","053700","삼보모터스",7190,-220,-2.97,NA,NA,12158,0.59,0,0
"852","009620","삼보산업",1925,165,9.38,NA,NA,655,2.94,0,0
"853","023600","삼보판지",11850,-400,-3.27,1784,6.64,21975,0.54,125,1.05
"854","111870","삼본전자",1230,-45,-3.53,NA,NA,1856,0.66,0,0
"855","001470","삼부토건",3720,70,1.92,61,60.98,1531,2.43,0,0
"856","006400","삼성SDI",674000,-30000,-4.26,5331,126.43,175114,3.85,1000,0.15
"857","006405","삼성SDI우",492000,-13000,-2.57,NA,NA,NA,NA,1050,0.21
"858","006660","삼성공조",8050,-210,-2.54,593,13.58,26712,0.3,60,0.75
"859","028260","삼성물산",121500,-4000,-3.19,6366,19.09,125948,0.96,2000,1.65
"860","02826K","삼성물산우B",113500,-2500,-2.16,NA,NA,NA,NA,2050,1.81
"861","207940","삼성바이오로직스",750000,-25000,-3.23,3067,244.54,65812,11.4,0,0
"862","032830","삼성생명",75000,-1700,-2.22,5443,13.78,178335,0.42,2650,3.53
"863","291230","삼성스팩2호",2180,0,0,NA,NA,NA,NA,0,0
"864","018260","삼성에스디에스",194500,-5500,-2.75,9521,20.43,84595,2.3,2400,1.23
"865","028050","삼성엔지니어링",12900,-400,-3.01,1493,8.64,6749,1.91,0,0
"866","009150","삼성전기",189500,-6500,-3.32,6806,27.84,68106,2.78,1100,0.58
"867","009155","삼성전기우",113500,-4000,-3.4,NA,NA,NA,NA,1150,1.01
"868","005930","삼성전자",82500,-2800,-3.28,3166,26.06,37528,2.2,1416,1.72
"869","005935","삼성전자우",72800,-1300,-1.75,NA,NA,NA,NA,1417,1.95
"870","001360","삼성제약",7200,-540,-6.98,118,61.02,2421,2.97,0,0
"871","010140","삼성중공업",6560,-140,-2.09,NA,NA,8324,0.79,0,0
"872","010145","삼성중공우",299000,-1500,-0.5,NA,NA,NA,NA,0,0
"873","016360","삼성증권",36550,-1450,-3.82,4388,8.33,55423,0.66,1700,4.65
"874","068290","삼성출판사",33900,2400,7.62,487,69.61,9069,3.74,100,0.29
"875","029780","삼성카드",32950,1000,3.13,3225,10.22,59525,0.55,1600,4.86
"876","000810","삼성화재",173000,-2500,-1.42,15126,11.44,282791,0.61,8500,4.91
"877","000815","삼성화재우",136000,-1500,-1.09,NA,NA,NA,NA,8505,6.25
"878","006110","삼아알미늄",10400,-350,-3.26,450,23.11,9893,1.05,110,1.06
"879","009300","삼아제약",14750,-200,-1.34,1671,8.83,26397,0.56,300,2.03
"880","145990","삼양사",54800,-2600,-4.53,3375,16.24,104070,0.53,1000,1.82
"881","145995","삼양사우",40750,-850,-2.04,NA,NA,NA,NA,1050,2.58
"882","003230","삼양식품",87100,-2800,-3.11,7906,11.02,37661,2.31,800,0.92
"883","225190","삼양옵틱스",8970,-100,-1.1,1351,6.64,3893,2.3,1000,11.15
"884","002170","삼양통상",62900,-900,-1.41,15112,4.16,109582,0.57,1000,1.59
"885","272550","삼양패키징",21800,100,0.46,1998,10.91,20142,1.08,750,3.44
"886","000070","삼양홀딩스",85400,-1600,-1.84,3987,21.42,160079,0.53,2000,2.34
"887","000075","삼양홀딩스우",54300,-1500,-2.69,NA,NA,NA,NA,2050,3.78
"888","002810","삼영무역",14000,-300,-2.1,1987,7.05,19563,0.72,350,2.5
"889","054540","삼영엠텍",4710,-170,-3.48,273,17.25,5964,0.79,100,2.12
"890","065570","삼영이엔씨",7030,-370,-5,NA,NA,8544,0.82,0,0
"891","005680","삼영전자",10600,-150,-1.4,428,24.77,24220,0.44,250,2.36
"892","003720","삼영화학",2790,-90,-3.13,NA,NA,1285,2.17,0,0
"893","023000","삼원강재",3470,20,0.58,261,13.3,5249,0.66,115,3.31
"894","004380","삼익THK",12250,-500,-3.92,158,77.53,8969,1.37,150,1.22
"895","002450","삼익악기",1615,40,2.54,163,9.91,2478,0.65,50,3.1
"896","032280","삼일",2050,-115,-5.31,213,9.62,4001,0.51,50,2.44
"897","002290","삼일기업공사",4770,70,1.49,265,18,4744,1.01,100,2.1
"898","004440","삼일씨엔에스",13200,-100,-0.75,211,62.56,21895,0.6,38,0.29
"899","000520","삼일제약",20750,50,0.24,129,160.85,9580,2.17,150,0.72
"900","009770","삼정펄프",28850,0,0,1868,15.44,73851,0.39,0,0
"901","037460","삼지전자",13450,-650,-4.61,892,15.08,12357,1.09,140,1.04
"902","032750","삼진",11600,-350,-2.93,2019,5.75,12767,0.91,200,1.72
"903","054090","삼진엘앤디",4035,-65,-1.59,24,168.13,3698,1.09,75,1.86
"904","005500","삼진제약",25500,200,0.79,917,27.81,14207,1.79,800,3.14
"905","000250","삼천당제약",65800,1200,1.86,488,134.84,7142,9.21,50,0.08
"906","004690","삼천리",84000,100,0.12,10614,7.91,316716,0.27,3000,3.57
"907","024950","삼천리자전거",9850,-250,-2.48,NA,NA,5991,1.64,0,0
"908","038500","삼표시멘트",4875,-115,-2.3,173,28.18,5916,0.82,50,1.03
"909","017480","삼현철강",4640,-240,-4.92,424,10.94,9497,0.49,150,3.23
"910","010960","삼호개발",4430,-105,-2.32,907,4.88,7624,0.58,190,4.29
"911","046390","삼화네트웍스",3695,-260,-6.57,18,205.28,811,4.56,0,0
"912","004450","삼화왕관",37700,-50,-0.13,4547,8.29,67349,0.56,1350,3.58
"913","009470","삼화전기",20400,-800,-3.77,460,44.35,6665,3.06,100,0.49
"914","011230","삼화전자",3495,-50,-1.41,NA,NA,1132,3.09,0,0
"915","001820","삼화콘덴서",67900,-1300,-1.88,2889,23.5,14698,4.62,250,0.37
"916","000390","삼화페인트",11200,100,0.9,167,67.07,10625,1.05,125,1.12
"917","027580","상보",1825,-15,-0.82,NA,NA,631,2.89,0,0
"918","038540","상상인",6190,-230,-3.58,2282,2.71,9501,0.65,200,3.23
"919","307870","상상인이안1호스팩",2045,-5,-0.24,NA,NA,NA,NA,0,0
"920","329560","상상인이안제2호스팩",2035,5,0.25,NA,NA,NA,NA,0,0
"921","101000","상상인인더스트리",829,-31,-3.6,NA,NA,400,2.07,0,0
"922","001290","상상인증권",1100,-20,-1.79,NA,NA,1587,0.69,0,0
"923","041650","상신브레이크",4450,25,0.56,210,21.19,7924,0.56,100,2.25
"924","091580","상신이디피",14050,-500,-3.44,380,36.97,4905,2.86,50,0.36
"925","263810","상신전자",5070,-10,-0.2,176,28.81,2424,2.09,0,0
"926","089980","상아프론테크",45200,-3450,-7.09,842,53.68,9392,4.81,160,0.35
"927","042940","상지카일룸",1145,5,0.44,NA,NA,1064,1.08,0,0
"928","042600","새로닉스",10400,-450,-4.15,NA,NA,6449,1.61,40,0.38
"929","075180","새론오토모티브",5770,60,1.05,NA,NA,11092,0.52,140,2.43
"930","263540","샘코",2015,0,0,NA,NA,1101,1.83,0,0
"931","007540","샘표",49750,-1850,-3.59,5441,9.14,56153,0.89,200,0.4
"932","248170","샘표식품",47450,-1150,-2.37,5872,8.08,34375,1.38,200,0.42
"933","294630","서남",3440,-160,-4.44,NA,NA,357,9.64,0,0
"934","038070","서린바이오",12950,-450,-3.36,1107,11.7,7213,1.8,100,0.77
"935","006730","서부T&D",7620,-220,-2.81,1,7620,11369,0.67,0,0
"936","079650","서산",2420,-75,-3.01,NA,NA,3526,0.69,0,0
"937","100660","서암기계공업",5680,-100,-1.73,173,32.83,4891,1.16,50,0.88
"938","007860","서연",7310,180,2.52,NA,NA,17990,0.41,50,0.68
"939","200880","서연이화",7100,270,3.95,NA,NA,22608,0.31,100,1.41
"940","019770","서연탑메탈",7330,540,7.95,NA,NA,5618,1.3,60,0.82
"941","017390","서울가스",97000,-400,-0.41,7512,12.91,192791,0.5,1750,1.8
"942","043710","서울리거",979,12,1.24,NA,NA,1717,0.57,0,0
"943","092190","서울바이오시스",16000,-200,-1.23,147,108.84,4404,3.63,38,0.24
"944","046890","서울반도체",19800,-150,-0.75,601,32.95,11339,1.75,156,0.79
"945","004410","서울식품",372,-34,-8.37,NA,NA,73,5.1,0,0
"946","004415","서울식품우",5090,-330,-6.09,NA,NA,NA,NA,0,0
"947","063170","서울옥션",9250,-210,-2.22,NA,NA,4052,2.28,0,0
"948","027040","서울전자통신",934,-26,-2.71,59,15.83,1343,0.7,0,0
"949","018680","서울제약",8620,-280,-3.15,28,307.86,5958,1.45,15,0.17
"950","021050","서원",2430,-110,-4.33,67,36.27,2159,1.13,10,0.41
"951","093920","서원인텍",7800,-230,-2.86,672,11.61,8637,0.9,300,3.85
"952","189860","서전기전",3995,-100,-2.44,138,28.95,3894,1.03,30,0.75
"953","178320","서진시스템",40450,-1350,-3.23,2688,15.05,14558,2.78,300,0.74
"954","122690","서진오토모티브",2740,60,2.24,NA,NA,4352,0.63,0,0
"955","140070","서플러스글로벌",4595,-210,-4.37,44,104.43,3336,1.38,0,0
"956","011370","서한",1500,10,0.67,98,15.31,2994,0.5,30,2
"957","065710","서호전기",19100,-350,-1.8,2978,6.41,14529,1.31,1200,6.28
"958","008490","서흥",51100,500,0.99,2853,17.91,25552,2,400,0.78
"959","035890","서희건설",1535,-10,-0.65,331,4.64,1826,0.84,30,1.95
"960","357550","석경에이티",22550,-1200,-5.05,251,89.84,2271,9.93,0,0
"961","003100","선광",30350,100,0.33,831,36.52,46250,0.66,350,1.15
"962","123420","선데이토즈",23000,-1150,-4.76,318,72.33,14294,1.61,0,0
"963","007610","선도전기",3280,-225,-6.42,NA,NA,4797,0.68,25,0.76
"964","171090","선익시스템",12250,-1100,-8.24,829,14.78,10070,1.22,100,0.82
"965","136490","선진",17850,-1150,-6.05,899,19.86,13439,1.33,50,0.28
"966","086710","선진뷰티사이언스",20450,-1550,-7.05,1270,16.1,5932,3.45,30,0.15
"967","002820","선창산업",4475,-65,-1.43,NA,NA,17354,0.26,0,0
"968","014620","성광벤드",7430,-140,-1.85,221,33.62,15359,0.48,100,1.35
"969","037350","성도이엔지",5470,-210,-3.7,NA,NA,8985,0.61,50,0.91
"970","014910","성문전자",1865,-15,-0.8,NA,NA,1356,1.38,0,0
"971","014915","성문전자우",7990,-110,-1.36,NA,NA,NA,NA,5,0.06
"972","003080","성보화학",4105,-55,-1.32,NA,NA,7324,0.56,135,3.29
"973","004980","성신양회",7910,-150,-1.86,700,11.3,15851,0.5,150,1.9
"974","004985","성신양회우",12150,0,0,NA,NA,NA,NA,200,1.65
"975","011300","성안",1200,20,1.69,NA,NA,1131,1.06,0,0
"976","081580","성우전자",2900,-155,-5.07,NA,NA,6595,0.44,0,0
"977","045300","성우테크론",5460,-360,-6.19,492,11.1,5254,1.04,40,0.73
"978","015750","성우하이텍",6540,-210,-3.11,492,13.29,13553,0.48,80,1.22
"979","000180","성창기업지주",2360,55,2.39,NA,NA,7529,0.31,0,0
"980","080470","성창오토텍",8300,-400,-4.6,NA,NA,5186,1.6,30,0.36
"981","043260","성호전자",1695,-95,-5.31,NA,NA,1156,1.47,0,0
"982","148150","세경하이테크",20500,-850,-3.98,1991,10.3,11869,1.73,250,1.22
"983","002420","세기상사",61600,0,0,NA,NA,55045,1.12,0,0
"984","053060","세동",2025,65,3.32,NA,NA,1770,1.14,0,0
"985","017510","세명전기",4185,-155,-3.57,224,18.68,4681,0.89,80,1.91
"986","214310","세미콘라이트",1130,-35,-3,NA,NA,1565,0.72,0,0
"987","004360","세방",14400,0,0,240,60,35497,0.41,175,1.22
"988","004365","세방우",7260,-10,-0.14,NA,NA,NA,NA,180,2.48
"989","004490","세방전지",90200,-3100,-3.32,5701,15.82,75298,1.2,500,0.55
"990","011560","세보엠이씨",6630,240,3.76,NA,NA,14252,0.47,150,2.26
"991","001430","세아베스틸",14700,-200,-1.34,483,30.43,51512,0.29,300,2.04
"992","306200","세아제강",87300,-2800,-3.11,8768,9.96,201388,0.43,2000,2.29
"993","003030","세아제강지주",44300,-600,-1.34,NA,NA,232984,0.19,1500,3.39
"994","019440","세아특수강",12100,0,0,1304,9.28,37014,0.33,900,7.44
"995","058650","세아홀딩스",73900,-700,-0.94,7707,9.59,491403,0.15,2250,3.04
"996","013000","세우글로벌",4055,-210,-4.92,3,1351.67,1387,2.92,0,0
"997","100700","세운메디칼",6600,-720,-9.84,219,30.14,2174,3.04,50,0.76
"998","234100","세원",6140,-250,-3.91,69,88.99,1619,3.79,0,0
"999","024830","세원물산",6280,0,0,1572,3.99,22641,0.28,25,0.4
"1000","091090","세원셀론텍",2105,-185,-8.08,NA,NA,2896,0.73,0,0
"1001","021820","세원정공",8090,0,0,760,10.64,41536,0.19,25,0.31
"1002","067830","세이브존I&C",3100,-45,-1.43,590,5.25,10914,0.28,30,0.97
"1003","033530","세종공업",9370,-130,-1.37,257,36.46,16554,0.57,50,0.53
"1004","258830","세종메디칼",10800,-900,-7.69,520,20.77,6822,1.58,100,0.93
"1005","036630","세종텔레콤",725,-17,-2.29,4,181.25,557,1.3,0,0
"1006","039310","세중",2820,-105,-3.59,123,22.93,4462,0.63,0,0
"1007","075580","세진중공업",5000,-70,-1.38,42,119.05,2765,1.81,20,0.4
