"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1577","101140","인바이오젠",3220,-165,-4.87,"KOSPI","유통업",166027698340,410,7.85,1664,1.94,0,0
"362","006740","영풍제지",7470,-70,-0.93,"KOSPI","종이목재",1.65834e+11,516,14.48,5383,1.39,40,0.54
"1880","192250","케이사인",2340,355,17.88,"KOSDAQ","소프트웨어",165370741380,56,41.79,841,2.78,0,0
"1888","194370","제이에스코퍼레이션",12400,200,1.64,"KOSPI","기타제조업",165361452400,646,19.2,11755,1.05,500,4.03
"1521","094850","참좋은여행",11800,-100,-0.84,"KOSDAQ","기타서비스",1.652e+11,1714,6.88,6907,1.71,170,1.44
"1977","217730","강스템바이오텍",6640,-230,-3.35,"KOSDAQ","제약",164981862240,NA,NA,2936,2.26,0,0
"1842","176440","에이치엔티",1920,0,0,"KOSDAQ","IT부품",164619542400,NA,NA,695,2.76,0,0
"17","000180","성창기업지주",2360,55,2.39,"KOSPI","서비스업",164613776000,NA,NA,7529,0.31,0,0
"842","035150","백산",6800,-90,-1.31,"KOSPI","화학",1.6456e+11,288,23.61,5853,1.16,100,1.47
"587","015890","태경산업",5620,-60,-1.06,"KOSPI","화학",164265575000,1023,5.49,8089,0.69,370,6.58
"199","003350","한국화장품제조",36150,-550,-1.5,"KOSPI","화학",163831800000,NA,NA,10597,3.41,100,0.28
"297","005320","국동",4200,50,1.2,"KOSPI","유통업",163378341000,NA,NA,2337,1.8,0,0
"1987","220260","켐트로스",6200,-290,-4.47,"KOSDAQ","화학",163202953400,11,563.64,1692,3.66,0,0
"1914","203690","프로스테믹스",3565,-130,-3.52,"KOSDAQ","제약",163123519620,NA,NA,621,5.74,0,0
"2040","236810","엔비티",19200,-800,-4,"KOSDAQ","기타서비스",162964089600,159,120.75,NA,NA,0,0
"2102","262840","아이퀘스트",16500,-1150,-6.52,"KOSDAQ","소프트웨어",1.6269e+11,425,38.82,1586,10.4,100,0.61
"532","012690","모나리자",4440,-135,-2.95,"KOSPI","종이목재",162376372200,66,67.27,1781,2.49,50,1.13
"1867","187420","제노포커스",7230,-470,-6.1,"KOSDAQ","제약",161946288300,NA,NA,2358,3.07,0,0
"86","001340","백광산업",3595,-135,-3.62,"KOSPI","화학",161481673165,373,9.64,3726,0.96,75,2.09
"2177","290550","디케이티",19600,50,0.26,"KOSDAQ","IT부품",161334126800,966,20.29,7085,2.77,0,0
"2080","251630","브이원텍",10700,-550,-4.89,"KOSDAQ","기계·장비",161041206000,442,24.21,5428,1.97,100,0.93
"2097","259630","엠플러스",14100,-500,-3.42,"KOSDAQ","기계·장비",160774347600,198,71.21,4076,3.46,0,0
"1270","068050","팬엔터테인먼트",5900,260,4.61,"KOSDAQ","오락·문화",160763093800,41,143.9,1756,3.36,0,0
"806","033200","모아텍",11200,-1150,-9.31,"KOSDAQ","IT부품",160509272000,NA,NA,5170,2.17,0,0
"2213","301300","바이브컴퍼니",29700,-950,-3.1,"KOSDAQ","소프트웨어",160206849000,NA,NA,3156,9.41,0,0
"279","004970","신라교역",10000,-200,-1.96,"KOSPI","농업, 임업 및 어업",1.6e+11,645,15.5,32378,0.31,500,5
"2222","306620","네온테크",4300,-90,-2.05,"KOSDAQ","기계·장비",159992774600,4,1075,1822,2.36,0,0
"1077","051980","센트럴바이오",2670,40,1.52,"KOSDAQ","화학",159891767190,NA,NA,528,5.06,0,0
"1937","210540","디와이파워",14450,-350,-2.36,"KOSPI","기계",159552680600,1729,8.36,15129,0.96,200,1.38
"1013","046390","삼화네트웍스",3695,-260,-6.57,"KOSDAQ","오락·문화",159523987435,18,205.28,811,4.56,0,0
"2108","263700","케어랩스",9250,-200,-2.12,"KOSDAQ","소프트웨어",159433296000,47,196.81,4905,1.89,0,0
"2055","241690","유니테크노",6750,-190,-2.74,"KOSDAQ","운송장비·부품",159337732500,239,28.24,2777,2.43,0,0
"2217","304100","솔트룩스",31350,-1200,-3.69,"KOSDAQ","소프트웨어",159286685250,249,125.9,9100,3.45,0,0
"931","039570","HDC아이콘트롤스",9670,-330,-3.3,"KOSPI","건설업",159168200000,NA,NA,10245,0.94,350,3.62
"1720","128820","대성산업",3500,145,4.32,"KOSPI","유통업",158324173000,NA,NA,9118,0.38,0,0
"2320","347000","센코",19350,-950,-4.68,"KOSDAQ","일반전기전자",158101961400,NA,NA,1950,9.92,0,0
"1033","048550","SM C&C",1670,-50,-2.91,"KOSDAQ","방송서비스",157998900400,40,41.75,1237,1.35,0,0
"502","011320","유니크",8150,-310,-3.66,"KOSDAQ","운송장비·부품",157463664250,220,37.05,5184,1.57,12,0.15
"1129","054620","APS홀딩스",7720,-170,-2.15,"KOSDAQ","금융",157443386120,NA,NA,10530,0.73,0,0
"1410","084650","랩지노믹스",13750,-400,-2.83,"KOSDAQ","기타서비스",157438833750,93,147.85,2922,4.71,0,0
"1309","072020","중앙백신",15800,-350,-2.17,"KOSDAQ","제약",1.57368e+11,186,84.95,8671,1.82,50,0.32
"162","002720","국제약품",8530,-160,-1.84,"KOSPI","의약품",156956435600,NA,NA,3311,2.58,0,0
"1196","063170","서울옥션",9250,-210,-2.22,"KOSDAQ","유통",156486875000,NA,NA,4052,2.28,0,0
"2048","238490","힘스",13800,-700,-4.83,"KOSDAQ","반도체",156108856800,759,18.18,5382,2.56,200,1.45
"2322","347740","피엔케이피부임상연구센타",20800,-400,-1.89,"KOSDAQ","기타서비스",156054995200,973,21.38,3767,5.52,0,0
"813","033320","제이씨현시스템",8160,-490,-5.66,"KOSDAQ","유통",155973765120,37,220.54,4463,1.83,0,0
"1131","054670","대한뉴팜",10850,-500,-4.41,"KOSDAQ","제약",155750882000,1085,10,4254,2.55,0,0
"717","025750","한솔홈데코",1930,-85,-4.22,"KOSPI","종이목재",155490737570,NA,NA,1914,1.01,0,0
"2145","274090","켄코아에어로스페이스",16350,-1500,-8.4,"KOSDAQ","운송장비·부품",155485736850,NA,NA,3679,4.44,0,0
"494","011150","CJ씨푸드",4325,-185,-4.1,"KOSPI","음식료품",155400593225,51,84.8,1781,2.43,0,0
"535","012790","신일제약",14250,-450,-3.06,"KOSDAQ","제약",155353500000,672,21.21,9044,1.58,150,1.05
"544","013570","디와이",5900,-80,-1.34,"KOSPI","기타금융",155285834700,646,9.13,13449,0.44,150,2.54
"1515","094170","동운아나텍",9850,-450,-4.37,"KOSDAQ","반도체",155224889200,503,19.58,1503,6.55,50,0.51
"1756","138360","에이씨티",4480,0,0,"KOSDAQ","화학",155061688320,NA,NA,1588,2.82,0,0
"351","006380","카프로",3875,-115,-2.88,"KOSPI","화학",1.55e+11,NA,NA,4613,0.84,0,0
"233","003960","사조대림",16900,-400,-2.31,"KOSPI","음식료품",154879492300,12182,1.39,34643,0.49,150,0.89
"427","008970","동양철관",1300,0,0,"KOSPI","철강금속",154550877000,15,86.67,671,1.94,0,0
"1304","071670","에이테크솔루션",15450,-900,-5.5,"KOSDAQ","기계·장비",1.545e+11,145,106.55,7007,2.2,0,0
"860","036090","위지트",1710,-130,-7.07,"KOSDAQ","기계·장비",154295668350,31,55.16,921,1.86,0,0
"1726","130660","한전산업",4730,-110,-2.27,"KOSPI","서비스업",1.54198e+11,530,8.92,2632,1.8,227,4.8
"28","000320","노루홀딩스",11600,-250,-2.11,"KOSPI","기타금융",154177351600,439,26.42,27108,0.43,400,3.45
"160","002700","신일전자",2170,10,0.46,"KOSPI","유통업",154173120570,61,35.57,978,2.22,20,0.92
"1223","065500","오리엔트정공",1315,-105,-7.39,"KOSDAQ","운송장비·부품",154137149030,NA,NA,424,3.1,0,0
"546","013700","까뮤이앤씨",3410,-50,-1.45,"KOSPI","건설업",153969274800,305,11.18,1571,2.17,30,0.88
"949","041460","한국전자인증",7170,20,0.28,"KOSDAQ","소프트웨어",153862815330,87,82.41,1887,3.8,46,0.64
"1909","200780","비씨월드제약",17300,-600,-3.35,"KOSDAQ","제약",153838243200,722,23.96,11025,1.57,100,0.58
"2068","246710","티앤알바이오팹",18200,1000,5.81,"KOSDAQ","제약",153697453000,NA,NA,2966,6.14,0,0
"794","032850","비트컴퓨터",9240,-330,-3.45,"KOSDAQ","소프트웨어",153599227320,431,21.44,2950,3.13,61,0.66
"1652","114810","아이원스",6020,-120,-1.95,"KOSDAQ","IT부품",153529107480,NA,NA,4788,1.26,0,0
"1211","064820","케이프",4955,15,0.3,"KOSDAQ","운송장비·부품",153118062240,260,19.06,5801,0.85,0,0
"1992","222040","코스맥스엔비티",7410,-180,-2.37,"KOSDAQ","음식료·담배",152853480000,NA,NA,3413,2.17,0,0
"229","003830","대한화섬",115000,500,0.44,"KOSPI","화학",1.5272e+11,20048,5.74,401661,0.29,410,0.36
"690","023960","에쓰씨엔지니어링",5300,160,3.11,"KOSPI","건설업",152547711100,NA,NA,994,5.33,0,0
"792","032820","우리기술",1195,-55,-4.4,"KOSDAQ","일반전기전자",152443314265,NA,NA,339,3.53,0,0
"1011","046210","파나진",4740,-85,-1.76,"KOSDAQ","의료·정밀기기",152327768400,109,43.49,629,7.54,0,0
"1921","205100","엑셈",4480,-140,-3.03,"KOSDAQ","소프트웨어",151792583040,143,31.33,1958,2.29,0,0
"400","007820","에스엠코어",7570,-330,-4.18,"KOSDAQ","기계·장비",151656971220,229,33.06,3919,1.93,70,0.92
"2057","241770","메카로",15000,-900,-5.66,"KOSDAQ","반도체",151533600000,834,17.99,13986,1.07,160,1.07
"1083","052330","코텍",9720,-220,-2.21,"KOSDAQ","정보기기",151384645440,2069,4.7,20412,0.48,400,4.12
"504","011370","서한",1500,10,0.67,"KOSDAQ","건설",151342297500,98,15.31,2994,0.5,30,2
"2099","260930","씨티케이코스메틱스",14950,-250,-1.64,"KOSDAQ","화학",151326157450,797,18.76,17056,0.88,300,2.01
"1215","065130","탑엔지니어링",9470,-270,-2.77,"KOSDAQ","기계·장비",151295153790,2469,3.84,13291,0.71,100,1.06
"1039","049080","기가레인",2095,-145,-6.47,"KOSDAQ","반도체",150943985325,NA,NA,526,3.98,0,0
"258","004540","깨끗한나라",4050,-45,-1.1,"KOSPI","종이목재",150824806650,NA,NA,4260,0.95,0,0
"368","006890","태경케미컬",13000,-1000,-7.14,"KOSPI","화학",1.508e+11,858,15.15,10215,1.27,150,1.15
"1594","102280","쌍방울",630,-10,-1.56,"KOSPI","섬유의복",150796565010,NA,NA,1083,0.58,0,0
"995","044820","코스맥스비티아이",15700,-450,-2.79,"KOSPI","기타금융",150781559700,42,373.81,30613,0.51,250,1.59
"549","013870","지엠비코리아",7890,-270,-3.31,"KOSPI","운수장비",150480289200,143,55.17,11858,0.67,30,0.38
"2049","239340","줌인터넷",5590,-380,-6.37,"KOSDAQ","인터넷",150269608580,NA,NA,980,5.7,0,0
"1954","214430","아이쓰리시스템",21100,-700,-3.21,"KOSDAQ","일반전기전자",149952636000,26,811.54,9715,2.17,70,0.33
"1427","086040","바이오톡스텍",10250,-650,-5.96,"KOSDAQ","기타서비스",149907510750,NA,NA,2070,4.95,0,0
"1517","094360","칩스앤미디어",15550,-600,-3.72,"KOSDAQ","소프트웨어",149906898250,469,33.16,3331,4.67,152,0.98
"2313","340570","티앤엘",36800,-1150,-3.03,"KOSDAQ","제약",149555200000,2277,16.16,10385,3.54,400,1.09
"2176","290520","신도기연",18550,-650,-3.39,"KOSDAQ","기계·장비",149536744000,2258,8.22,7056,2.63,0,0
"1569","100250","진양홀딩스",2670,5,0.19,"KOSPI","화학",149240429640,276,9.67,5507,0.48,170,6.37
"48","000700","유수홀딩스",5730,0,0,"KOSPI","서비스업",149219582760,163,35.15,8702,0.66,0,0
"557","014280","금강공업",5140,-50,-0.96,"KOSPI","철강금속",149170576820,NA,NA,10865,0.47,80,1.56
"818","033540","파라텍",8770,90,1.04,"KOSDAQ","기계·장비",148946961300,NA,NA,3139,2.79,0,0
"2107","263690","디알젬",13150,-750,-5.4,"KOSDAQ","의료·정밀기기",148931771500,485,27.11,2872,4.58,50,0.38
"1339","077970","STX엔진",6470,-220,-3.29,"KOSPI","기계",148867608880,737,8.78,8586,0.75,0,0
"2215","302550","리메드",24400,-1050,-4.13,"KOSDAQ","의료·정밀기기",148569550400,832,29.33,4229,5.77,0,0
"1779","143210","핸즈코퍼레이션",6790,-70,-1.02,"KOSPI","운수장비",148451589720,320,21.22,14807,0.46,130,1.91
"1974","217500","러셀",4665,-355,-7.07,"KOSDAQ","기계·장비",148402980000,147,31.73,1265,3.69,25,0.54
"1150","057680","티사이언티픽",3160,-60,-1.86,"KOSDAQ","디지털컨텐츠",148381645720,54,58.52,890,3.55,0,0
"268","004770","써니전자",4255,-150,-3.41,"KOSPI","전기전자",148265521805,20,212.75,1598,2.66,0,0
"1898","196490","디에이테크놀로지",6290,-410,-6.12,"KOSDAQ","기계·장비",148261564840,NA,NA,5715,1.1,0,0
"1009","046120","오르비텍",6220,-180,-2.81,"KOSDAQ","기타서비스",147977364060,43,144.65,2877,2.16,0,0
"242","004150","한솔홀딩스",3520,-110,-3.03,"KOSPI","기타금융",147870191040,602,5.85,9195,0.38,0,0
"1623","108380","대양전기공업",15450,-700,-4.33,"KOSDAQ","운송장비·부품",147815294850,1334,11.58,21740,0.71,200,1.29
"1229","065650","메디프론",3540,-90,-2.48,"KOSDAQ","유통",147662267700,NA,NA,601,5.89,0,0
"1261","067390","아스트",5740,-110,-1.88,"KOSDAQ","운송장비·부품",147401202480,NA,NA,7376,0.78,0,0
"1504","092870","엑시콘",14200,-550,-3.73,"KOSDAQ","반도체",147313356000,NA,NA,7266,1.95,65,0.46
"1667","117730","티로보틱스",11100,-200,-1.77,"KOSDAQ","기계·장비",147263167200,NA,NA,2666,4.16,0,0
"1325","073560","우리손에프앤지",2125,-85,-3.85,"KOSDAQ","음식료·담배",147129991375,61,34.84,2645,0.8,25,1.18
"1834","171120","라이온켐텍",7780,-260,-3.23,"KOSDAQ","화학",146992021280,584,13.32,5776,1.35,150,1.93
"1068","051490","나라엠앤디",10350,-450,-4.17,"KOSDAQ","기계·장비",1.4697e+11,78,132.69,5596,1.85,60,0.58
"1481","091090","세원셀론텍",2105,-185,-8.08,"KOSPI","기계",146894856900,NA,NA,2896,0.73,0,0
"2134","269620","시스웍",1975,-95,-4.59,"KOSDAQ","의료·정밀기기",146854452875,37,53.38,732,2.7,40,2.03
"693","024090","디씨엠",12550,-150,-1.18,"KOSPI","철강금속",1.46835e+11,2385,5.26,14933,0.84,500,3.98
"2336","352940","인바이오",14550,50,0.34,"KOSDAQ","화학",146728020000,453,32.12,3383,4.3,0,0
"1713","126870","뉴로스",4275,-105,-2.4,"KOSDAQ","기계·장비",146467835550,NA,NA,2748,1.56,0,0
"2056","241710","코스메카코리아",13700,-200,-1.44,"KOSDAQ","화학",1.46316e+11,456,30.04,11958,1.15,0,0
"628","018310","삼목에스폼",9950,-450,-4.33,"KOSDAQ","금속",1.46265e+11,1112,8.95,23287,0.43,100,1.01
"1245","066620","국보디자인",19500,-800,-3.94,"KOSDAQ","건설",1.4625e+11,2293,8.5,16449,1.19,300,1.54
"1953","214420","토니모리",8290,-110,-1.31,"KOSPI","화학",146235600000,NA,NA,5600,1.48,0,0
"153","002450","삼익악기",1615,40,2.54,"KOSPI","기타제조업",146207427725,163,9.91,2478,0.65,50,3.1
"1456","089150","케이씨티",8520,1960,29.88,"KOSDAQ","컴퓨터서비스",1.46118e+11,50,170.4,2151,3.96,60,0.7
"1279","068940","아이씨케이",4200,-5,-0.12,"KOSDAQ","정보기기",145654832400,NA,NA,475,8.84,0,0
"55","000860","강남제비스코",22400,50,0.22,"KOSPI","화학",1.456e+11,2250,9.96,81019,0.28,500,2.23
"2123","265740","엔에프씨",16300,-550,-3.26,"KOSDAQ","화학",145588340000,991,16.45,2829,5.76,0,0
"244","004250","NPC",3960,5,0.13,"KOSPI","화학",145411200000,343,11.55,6745,0.59,100,2.53
"1777","142760","바이오리더스",5300,-230,-4.16,"KOSDAQ","기타서비스",145284744800,NA,NA,1210,4.38,0,0
"373","007110","일신석재",1875,-20,-1.06,"KOSPI","유통업",145231143750,12,156.25,671,2.79,0,0
"505","011390","부산산업",137500,-3500,-2.48,"KOSPI","비금속광물",1.452e+11,3684,37.32,52812,2.6,250,0.18
"1514","093920","서원인텍",7800,-230,-2.86,"KOSDAQ","IT부품",1.4508e+11,672,11.61,8637,0.9,300,3.85
"520","012200","계양전기",4450,-160,-3.47,"KOSPI","기계",1.4507e+11,4,1112.5,5425,0.82,35,0.79
"2239","311690","천랩",37000,-800,-2.12,"KOSDAQ","기타서비스",144664376000,NA,NA,8101,4.57,0,0
"537","012860","모베이스전자",2655,15,0.57,"KOSDAQ","운송장비·부품",144635850900,NA,NA,4817,0.55,0,0
"699","024810","이화전기",201,-85,-29.72,"KOSDAQ","IT부품",144380718432,NA,NA,292,0.69,0,0
"2106","263600","덕우전자",9060,-320,-3.41,"KOSDAQ","일반전기전자",144328608600,556,16.29,5581,1.62,140,1.55
"522","012280","영화금속",2700,70,2.66,"KOSPI","운수장비",144165163500,6,450,1556,1.74,0,0
"1725","130580","나이스디앤비",9310,0,0,"KOSDAQ","기타서비스",1.43374e+11,686,13.57,3540,2.63,175,1.88
"1558","099220","SDN",2970,-75,-2.46,"KOSDAQ","유통",143090780580,93,31.94,1642,1.81,0,0
"385","007540","샘표",49750,-1850,-3.59,"KOSPI","기타금융",143071050000,5441,9.14,56153,0.89,200,0.4
"1443","087260","모바일어플라이언스",4400,-245,-5.27,"KOSDAQ","소프트웨어",142834762400,NA,NA,942,4.67,0,0
"2158","282690","동아타이어",10400,0,0,"KOSPI","화학",142823356000,1799,5.78,25988,0.4,500,4.81
"1924","206400","베노홀딩스",6350,-270,-4.08,"KOSDAQ","소프트웨어",142604724950,130,48.85,2025,3.14,0,0
"1536","096240","청담러닝",19050,-350,-1.8,"KOSDAQ","기타서비스",142376385300,1176,16.2,8569,2.22,1000,5.25
"1848","179290","엠아이텍",4565,-185,-3.89,"KOSDAQ","의료·정밀기기",142351070620,120,38.04,1586,2.88,50,1.1
"1486","091590","남화토건",12100,-200,-1.63,"KOSDAQ","건설",1.42054e+11,424,28.54,11305,1.07,70,0.58
"154","002460","화성산업",11400,-200,-1.72,"KOSPI","건설업",141939120000,634,17.98,29797,0.38,500,4.39
"1369","079960","동양이엔피",18050,-950,-5,"KOSDAQ","IT부품",1.41873e+11,3154,5.72,27524,0.66,300,1.66
"2135","270520","지엔원에너지",4545,-55,-1.2,"KOSDAQ","기타서비스",141844486860,14,324.64,1869,2.43,0,0
"1665","117580","대성에너지",5150,-10,-0.19,"KOSPI","전기가스업",1.41625e+11,474,10.86,11145,0.46,250,4.85
"620","017900","광전자",2435,-90,-3.56,"KOSPI","전기전자",141093062905,66,36.89,3805,0.64,50,2.05
"1238","066310","큐에스아이",17000,-300,-1.73,"KOSDAQ","반도체",140729910000,137,124.09,6583,2.58,50,0.29
"1771","141000","비아트론",11550,-450,-3.75,"KOSDAQ","반도체",139924900500,396,29.17,10954,1.05,0,0
"560","014470","부방",2330,-40,-1.69,"KOSDAQ","금융",139921765800,NA,NA,3040,0.77,20,0.86
"1372","080000","에스엔유",4075,-175,-4.12,"KOSDAQ","기계·장비",139865695250,226,18.03,3362,1.21,0,0
"2270","322510","제이엘케이",9230,-650,-6.58,"KOSDAQ","소프트웨어",139322133470,NA,NA,2432,3.8,0,0
"2026","229000","젠큐릭스",21550,-550,-2.49,"KOSDAQ","제약",139321892150,NA,NA,29,743.1,0,0
"2209","299910","베스파",17250,1250,7.81,"KOSDAQ","디지털컨텐츠",139236618000,NA,NA,10465,1.65,0,0
"2021","227950","엔투텍",2375,-175,-6.86,"KOSDAQ","기계·장비",139214135250,NA,NA,1138,2.09,0,0
"222","003650","미창석유",80000,16400,25.79,"KOSPI","화학",139173760000,11366,7.04,148274,0.54,2000,2.5
"38","000520","삼일제약",20750,50,0.24,"KOSPI","의약품",138919092000,129,160.85,9580,2.17,150,0.72
"671","023000","삼원강재",3470,20,0.58,"KOSPI","운수장비",1.388e+11,261,13.3,5249,0.66,115,3.31
"739","027740","마니커",699,0,0,"KOSPI","음식료품",138732343206,NA,NA,522,1.34,0,0
"273","004840","DRB동일",6960,-40,-0.57,"KOSPI","기타금융",138712800000,461,15.1,17771,0.39,100,1.44
"395","007720","대명소노시즌",1375,-35,-2.48,"KOSDAQ","유통",138600618750,633,2.17,1643,0.84,0,0
"391","007660","이수페타시스",3355,-95,-2.75,"KOSPI","전기전자",138455475290,NA,NA,1842,1.82,60,1.79
"1037","048910","대원미디어",11000,-400,-3.51,"KOSDAQ","유통",138368406000,90,122.22,6244,1.76,0,0
"478","010600","웰바이오텍",2955,45,1.55,"KOSPI","유통업",138241861980,NA,NA,1774,1.67,0,0
"1828","170030","현대공업",9010,510,6,"KOSDAQ","운송장비·부품",138213400000,272,33.13,6642,1.36,66,0.73
"1676","120030","조선선재",109500,-1500,-1.35,"KOSPI","기계",137712784500,11834,9.25,87844,1.25,1500,1.37
"1570","100590","머큐리",9290,-270,-2.82,"KOSDAQ","일반전기전자",137153844000,158,58.8,4807,1.93,0,0
"2181","290690","소룩스",16800,-950,-5.35,"KOSDAQ","일반전기전자",137057088000,935,17.97,3274,5.13,50,0.3
"901","038060","루멘스",2840,35,1.25,"KOSDAQ","반도체",136612715960,NA,NA,2482,1.14,0,0
"2174","290380","대유",14450,-750,-4.93,"KOSDAQ","화학",136471580000,543,26.61,6992,2.07,250,1.73
"1010","046140","SBS콘텐츠허브",6340,-160,-2.46,"KOSDAQ","오락·문화",136078938700,26,243.85,7234,0.88,0,0
"448","009460","한창제지",2280,-20,-0.87,"KOSPI","종이목재",136041868080,125,18.24,1440,1.58,20,0.88
"861","036120","SCI평가정보",3825,-100,-2.55,"KOSDAQ","기타서비스",135787500000,141,27.13,610,6.27,69,1.8
"838","034940","조아제약",4380,-150,-3.31,"KOSDAQ","제약",135691642260,NA,NA,1874,2.34,0,0
"236","004060","SG세계물산",670,-21,-3.04,"KOSPI","유통업",135624723200,48,13.96,1012,0.66,0,0
"252","004410","서울식품",372,-34,-8.37,"KOSPI","음식료품",135492876636,NA,NA,73,5.1,0,0
"1742","134380","미원화학",61600,-400,-0.65,"KOSPI","화학",135474908800,6719,9.17,46438,1.33,1000,1.62
"1751","137950","제이씨케미칼",6070,-230,-3.65,"KOSDAQ","화학",135165630980,548,11.08,4222,1.44,60,0.99
"548","013810","스페코",9220,-570,-5.82,"KOSDAQ","기계·장비",135123433400,632,14.59,2614,3.53,0,0
"1875","190510","나무가",19650,150,0.77,"KOSDAQ","IT부품",135016918500,NA,NA,6446,3.05,0,0
"449","009470","삼화전기",20400,-800,-3.77,"KOSPI","전기전자",134921928000,460,44.35,6665,3.06,100,0.49
"1862","185490","아이진",11550,-50,-0.43,"KOSDAQ","기타서비스",134778670950,NA,NA,1634,7.07,0,0
"1685","122310","제노레이",9260,140,1.54,"KOSDAQ","의료·정밀기기",134768595440,996,9.3,4096,2.26,400,4.32
"1080","052220","iMBC",5850,180,3.17,"KOSDAQ","디지털컨텐츠",1.3455e+11,93,62.9,2270,2.58,0,0
"541","013310","아진산업",3530,35,1,"KOSDAQ","운송장비·부품",134223258580,421,8.38,5499,0.64,0,0
"1600","103590","일진전기",3615,-170,-4.49,"KOSPI","전기전자",134045609850,97,37.27,8191,0.44,0,0
"316","005740","크라운해태홀딩스",9020,-150,-1.64,"KOSPI","기타금융",133923069940,NA,NA,17087,0.53,100,1.11
"2094","258610","이더블유케이",9250,320,3.58,"KOSDAQ","금속",133889356250,NA,NA,3422,2.7,0,0
"899","037950","엘컴텍",1585,-70,-4.23,"KOSDAQ","IT부품",133849317615,13,121.92,877,1.81,35,2.21
"2065","244920","에이플러스에셋",5900,-180,-2.96,"KOSPI","기타금융",133385388700,610,9.67,2262,2.61,15,0.25
"2084","253590","네오셈",3540,-140,-3.8,"KOSDAQ","반도체",133017581520,NA,NA,999,3.54,10,0.28
"1133","054800","아이디스홀딩스",12850,100,0.78,"KOSDAQ","기타서비스",132968664600,NA,NA,20285,0.63,200,1.56
"804","033170","시그네틱스",1545,-105,-6.36,"KOSDAQ","반도체",132450252855,NA,NA,1627,0.95,0,0
"1440","086960","한컴MDS",15000,-450,-2.91,"KOSDAQ","소프트웨어",132429120000,987,15.2,12715,1.18,0,0
"1631","109740","디에스케이",6500,-130,-1.96,"KOSDAQ","기계·장비",132305959500,308,21.1,5531,1.18,0,0
"219","003580","넥스트사이언스",4015,35,0.88,"KOSPI","광업",132238758685,NA,NA,2692,1.49,0,0
"582","015590","큐로",582,-21,-3.48,"KOSPI","기계",132237173316,17,34.24,451,1.29,0,0
"1197","063440","SM Life Design",2920,-20,-0.68,"KOSDAQ","출판·매체복제",131777129680,NA,NA,1084,2.69,0,0
"82","001260","남광토건",13400,-600,-4.29,"KOSPI","건설업",131707273400,394,34.01,5379,2.49,0,0
"1649","114450","KPX생명과학",8780,-390,-4.25,"KOSDAQ","제약",1.317e+11,80,109.75,4024,2.18,0,0
"379","007330","푸른저축은행",8720,0,0,"KOSDAQ","금융",131522016000,2008,4.34,17594,0.5,550,6.31
"60","000910","유니온",8410,-700,-7.68,"KOSPI","비금속광물",131293715790,NA,NA,6355,1.32,100,1.19
"984","043650","국순당",7350,-550,-6.96,"KOSDAQ","음식료·담배",131258534400,NA,NA,11214,0.66,100,1.36
"1540","096630","에스코넥",2010,-90,-4.29,"KOSDAQ","IT부품",131184105240,NA,NA,1383,1.45,0,0
"267","004720","우리들제약",8900,-220,-2.41,"KOSPI","의약품",130945103700,26,342.31,4801,1.85,0,0
"955","041910","에스텍파마",11000,-450,-3.93,"KOSDAQ","제약",130880893000,1304,8.44,8633,1.27,100,0.91
"708","024950","삼천리자전거",9850,-250,-2.48,"KOSDAQ","유통",130744733450,NA,NA,5991,1.64,0,0
"1315","072870","메가스터디",10950,-200,-1.79,"KOSDAQ","출판·매체복제",130534501050,1069,10.24,22365,0.49,450,4.11
"951","041520","이라이콤",10700,-750,-6.55,"KOSDAQ","IT부품",130419411000,NA,NA,16821,0.64,100,0.93
"1117","053950","경남제약",7460,-260,-3.37,"KOSDAQ","제약",130121549820,NA,NA,3588,2.08,0,0
"163","002760","보락",2170,-35,-1.59,"KOSPI","화학",1.29983e+11,11,197.27,734,2.96,5,0.23
"908","038460","바이오스마트",6470,-120,-1.82,"KOSDAQ","정보기기",129968066000,1108,5.84,5269,1.23,63,0.97
"659","020760","일진디스플",4590,-265,-5.46,"KOSPI","전기전자",129963279600,NA,NA,1665,2.76,0,0
"965","042510","라온시큐어",3465,40,1.17,"KOSDAQ","소프트웨어",129558286935,66,52.5,682,5.08,0,0
"1728","131030","디에이치피코리아",7820,-90,-1.14,"KOSDAQ","제약",129536712540,894,8.75,6505,1.2,100,1.28
"783","032560","황금에스티",9250,-150,-1.6,"KOSPI","철강금속",1.295e+11,1795,5.15,18579,0.5,100,1.08
"1237","066130","하츠",10100,-600,-5.61,"KOSDAQ","일반전기전자",1.2928e+11,194,52.06,6471,1.56,30,0.3
"967","042600","새로닉스",10400,-450,-4.15,"KOSDAQ","IT부품",129205169600,NA,NA,6449,1.61,40,0.38
"2295","335890","비올",2350,-45,-1.88,"KOSDAQ","금융",1.28639e+11,NA,NA,NA,NA,0,0
"442","009320","대우부품",2690,-30,-1.1,"KOSPI","운수장비",128168748750,NA,NA,775,3.47,0,0
"238","004090","한국석유",195500,45000,29.9,"KOSPI","비금속광물",128091600000,NA,NA,212214,0.92,1500,0.77
"246","004270","남성",3535,-180,-4.85,"KOSPI","유통업",128009985600,NA,NA,2379,1.49,25,0.71
"202","003460","유화증권",2255,-10,-0.44,"KOSPI","증권",127863945825,99,22.78,6180,0.36,120,5.32
