Date,days_passed,price,vert_barrier,top_barrier,bottom_barrier,out
2000-12-19,242,0.21497569978237152,2001-01-05 00:00:00,0.23344437954916808,0.19650702001557496,1
2000-12-20,243,0.2207336276769638,2001-01-08 00:00:00,0.23950370895691586,0.20196354639701175,1
2000-12-21,244,0.2159353345632553,2001-01-09 00:00:00,0.23348520687597862,0.198385462250532,1
2000-12-22,245,0.23033100366592407,2001-01-10 00:00:00,0.2510581118861598,0.2096038954456884,1
2000-12-26,246,0.22553274035453796,2001-01-11 00:00:00,0.24499705975486752,0.2060684209542084,1
2000-12-27,247,0.22745205461978912,2001-01-12 00:00:00,0.246205713648857,0.20869839559072126,1
2000-12-28,248,0.22745205461978912,2001-01-16 00:00:00,0.2452952279486754,0.20960888129090285,1
2000-12-29,249,0.22841162979602814,2001-01-17 00:00:00,0.24548247759352548,0.2113407819985308,1
2001-01-02,250,0.22841162979602814,2001-01-18 00:00:00,0.24465179771396423,0.21217146187809205,1
2001-01-03,251,0.25144505500793457,2001-01-19 00:00:00,0.27449466717351517,0.22839544284235397,1
2001-01-04,252,0.2620020806789398,2001-01-22 00:00:00,0.28547223253925513,0.23853192881862453,1
2001-01-05,253,0.25144505500793457,2001-01-23 00:00:00,0.27424218693644326,0.22864792307942589,1
2001-01-08,254,0.25432395935058594,2001-01-24 00:00:00,0.2762711468424643,0.23237677185870761,1
2001-01-09,255,0.2639213800430298,2001-01-25 00:00:00,0.2861386061018792,0.2417041539841804,1
2001-01-10,256,0.25432395935058594,2001-01-26 00:00:00,0.2758756545719277,0.23277226412924415,1
2001-01-11,257,0.276397705078125,2001-01-29 00:00:00,0.30248257755240077,0.25031283260384923,1
2001-01-12,258,0.2639213800430298,2001-01-30 00:00:00,0.28935568329059586,0.23848707679546371,1
2001-01-16,259,0.2629616856575012,2001-01-31 00:00:00,0.2871312478736164,0.23879212344138606,1
2001-01-17,260,0.25816261768341064,2001-02-01 00:00:00,0.28105757303986423,0.23526766232695706,1
2001-01-18,261,0.2869538366794586,2001-02-02 00:00:00,0.31746052409714237,0.25644714926177486,1
2001-01-19,262,0.29943013191223145,2001-02-05 00:00:00,0.33016225711452046,0.2686980067099424,1
2001-01-22,263,0.29559165239334106,2001-02-06 00:00:00,0.3249369022611811,0.266246402525501,1
2001-01-23,264,0.31478556990623474,2001-02-07 00:00:00,0.3460252107341048,0.2835459290783647,0.1229016496072875
2001-01-24,265,0.31478556990623474,2001-02-08 00:00:00,0.344719951279437,0.2848511885330325,0.12826065596670375
2001-01-25,266,0.3061486482620239,2001-02-09 00:00:00,0.3350417749151855,0.27725552160886235,-0.4318094467540092
2001-01-26,267,0.3003898561000824,2001-02-12 00:00:00,0.32796355434236346,0.27281615785780133,1
2001-01-29,268,0.3330206274986267,2001-02-13 00:00:00,0.3681920208559534,0.29784923414130005,-1
2001-01-30,269,0.3339802622795105,2001-02-14 00:00:00,0.3676949999651661,0.3002655245938549,-1
2001-01-31,270,0.33206093311309814,2001-02-15 00:00:00,0.36429183163583184,0.29983003459036445,-1
